example_id,reply_id,brand,conversation_id,customer_message,text,historical_brand_reply,conversation_context,created_at,split_group,split,intent,ambiguity,label_source,action
80906,80905,Uber_Support,80899,[USER] The trip is not reflecting in my account whereas your airport counter executive said I will get an SMS which also did not come. Please arrange to mail me the receipt.,the trip is not reflecting in my account whereas your airport counter executive said i will get an sms which also did not come. please arrange to mail me the receipt.,[USER] Sorry to hear about that. Can you please send us a DM with your email address? From there we'll be able to assist further.,customer: [USER] I had taken a trip from Bhubaneshwar airport to city on [PHONE] booked by your counter as my app was not working. Paid in cash. How to get receipt? | support: [USER] Hi Find out more info about Getting a trip receipt here: [URL],Tue Nov 28 14:30:51 +0000 2017,800,train,fare_dispute_overcharge,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
80909,80907,Uber_Support,80899,[USER] I had taken a trip from Bhubaneshwar airport to city on [PHONE] booked by your counter as my app was not working. Paid in cash. How to get receipt?,i had taken a trip from bhubaneshwar airport to city on booked by your counter as my app was not working. paid in cash. how to get receipt?,[USER] Hi Find out more info about Getting a trip receipt here: [URL],,Tue Nov 28 14:23:50 +0000 2017,800,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
80913,80912,Uber_Support,80912,"[USER] Website is awful, won’t let me order anything???","website is awful, won’t let me order anything???",[USER] Here to help! For more info please visit; [URL],,Thu Nov 30 12:56:07 +0000 2017,1249,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
81760,81759,Uber_Support,81759,[USER] what number can I contact your customer support on?,what number can i contact your customer support on?,[USER] We have followed up via DM.,,Sun Dec 03 16:56:22 +0000 2017,1250,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
83567,83566,Uber_Support,83566,I just love it when my [USER] driver takes 15 minutes to make a 3 minute drive to pick me up because following a map is SO hard.,i just love it when my driver takes 15 minutes to make a 3 minute drive to pick me up because following a map is so hard.,[USER] We're sorry to hear this was your experience. Kindly contact us via [URL] and we'll be in touch.,,Thu Nov 30 13:56:08 +0000 2017,1251,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
83569,83568,Uber_Support,83568,[USER] just realised today you've been charging me toll fees on my rides for places i haven't been to and you have refused to refund the money you've overcharged me...So unethical of you.,just realised today you've been charging me toll fees on my rides for places i haven't been to and you have refused to refund the money you've overcharged me...so unethical of you.,[USER] Here to help! Can you please send us a DM with your email address so we can follow up.,,Thu Nov 30 13:50:35 +0000 2017,1252,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
83573,83571,Uber_Support,83571,[USER] Haven’t received a revert from the concerned team yet. What’s going on?,haven’t received a revert from the concerned team yet. what’s going on?,"[USER] We're sorry for the delay here, Vedant. We see your outreach within our support system and will be sending a response within the next few minutes. Keep an eye out in-app for updates!","customer: [USER] [USER] [USER] this is what the drivers are up to. Absolutely disgusted. Please help. They’re like goons. | support: [USER] So sorry for the trouble! Send us a note via [URL] so our team can assist. | customer: [USER] Dropped a note from the app’s help section. | support: [USER] Thank you for submitting a support inquiry, Vedant! A member of the appropriate team will be in touch via email/in-app support as soon as possible. If we can assist you with any other matters in the interim, please don't hesitate to let us know.",Thu Nov 30 10:43:06 +0000 2017,1253,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
83576,83574,Uber_Support,83571,[USER] Dropped a note from the app’s help section.,dropped a note from the app’s help section.,"[USER] Thank you for submitting a support inquiry, Vedant! A member of the appropriate team will be in touch via email/in-app support as soon as possible. If we can assist you with any other matters in the interim, please don't hesitate to let us know.",customer: [USER] the driver said he won’t come to pick me up so I asked him to cancel my ride as I didn’t want to be charged a cancellation fee. Instead he took the ride and I was just charged on my PayTm account. Why would someone opt for online payment if this is what happens? [USER] [URL] | customer: [USER] [USER] [USER] this is what the drivers are up to. Absolutely disgusted. Please help. They’re like goons. | support: [USER] So sorry for the trouble! Send us a note via [URL] so our team can assist.,Thu Nov 30 02:39:37 +0000 2017,1253,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
83578,83577,Uber_Support,83571,[USER] [USER] [USER] this is what the drivers are up to. Absolutely disgusted. Please help. They’re like goons.,this is what the drivers are up to. absolutely disgusted. please help. they’re like goons.,[USER] So sorry for the trouble! Send us a note via [URL] so our team can assist.,customer: [USER] the driver said he won’t come to pick me up so I asked him to cancel my ride as I didn’t want to be charged a cancellation fee. Instead he took the ride and I was just charged on my PayTm account. Why would someone opt for online payment if this is what happens? [USER] [URL],Thu Nov 30 02:28:52 +0000 2017,1253,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
83592,83591,Uber_Support,83591,"[USER] if I’m waiting far longer for my driver then it suggests, why do I get charged for cancelling for their delay","if i’m waiting far longer for my driver then it suggests, why do i get charged for cancelling for their delay",[USER] We're here to help! Please send us a note via [URL] so we can connect.,,Thu Nov 30 13:49:54 +0000 2017,1260,train,cancellation_fee,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
83605,83604,Uber_Support,83604,[USER] I deleted my account and tried to sign up again but i cant because apparently an account already exists. I just want to order some food 😭,i deleted my account and tried to sign up again but i cant because apparently an account already exists. i just want to order some food 😭,[USER] Here to help. Send us a note at [URL] so our team can connect.,,Thu Nov 30 13:44:10 +0000 2017,1265,train,app_and_account_access,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
83608,83606,Uber_Support,83606,"Seriously, [USER] [USER] [USER] ?? The driver has to go back for me after dropping off someone past my location? This is not the first time. Your driver assignment algorithm is fucked. I am never assigned someone without a drop off anymore. It caused longer wait times! [URL]","seriously, ?? the driver has to go back for me after dropping off someone past my location? this is not the first time. your driver assignment algorithm is fucked. i am never assigned someone without a drop off anymore. it caused longer wait times!",[USER] Send us a note here; [URL] and our team will be able to help!,,Thu Nov 30 13:43:43 +0000 2017,1266,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
83607,83610,Uber_Support,83606,[USER] This is not about the driver. It's about your system! I cancelled hoping that I'd be assigned a different driver. Same driver was assigned. My pickup and drop off location is not wrong.,this is not about the driver. it's about your system! i cancelled hoping that i'd be assigned a different driver. same driver was assigned. my pickup and drop off location is not wrong.,"[USER] Happy to further assist! Send us a note at [URL] so our team can assist. If you would like, you can also DM us with your email address so we can help.","customer: Seriously, [USER] [USER] [USER] ?? The driver has to go back for me after dropping off someone past my location? This is not the first time. Your driver assignment algorithm is fucked. I am never assigned someone without a drop off anymore. It caused longer wait times! [URL] | support: [USER] Send us a note here; [URL] and our team will be able to help!",Thu Nov 30 13:49:35 +0000 2017,1266,train,pickup_routing_issue,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
83612,83611,Uber_Support,83611,Just ordered McDonald’s from [USER] and the whole drink was spilt in the bag and all my food is soaking 😑😑,just ordered mcdonald’s from and the whole drink was spilt in the bag and all my food is soaking 😑😑,[USER] Sorry to hear about that! Send us a note via [URL] so our team can get in touch.,,Thu Nov 30 13:42:59 +0000 2017,1268,train,lost_and_found,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
83615,83613,Uber_Support,83613,called [USER] and they stated theres issues w the app nobody told me and every question after they did not answer but gave me random information This is way below minimum wage i drove through 2 surging areas. Uber needs to inform their drivers better #Uber [URL],called and they stated theres issues w the app nobody told me and every question after they did not answer but gave me random information this is way below minimum wage i drove through 2 surging areas. uber needs to inform their drivers better #uber,[USER] Here to help. Send us a note at [URL] so our team can connect.,,Thu Nov 30 13:38:16 +0000 2017,1269,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
83617,83616,Uber_Support,83616,[USER] [USER] experience was awesome except few hiccups..i am wondering when i can avail next pass? [URL],experience was awesome except few hiccups..i am wondering when i can avail next pass?,[USER] Simply follow the link for more info on availing another ride pass: [URL],,Thu Nov 30 13:39:55 +0000 2017,1270,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
